timestamp,predicted_co2
2025-03-23 09:49:15.316392+00:00,0.1963504176598557
2025-03-23 09:49:24.977060+00:00,0.1963504002200932
2025-03-23 09:49:39.399989+00:00,0.19635038278033226
2025-03-23 09:49:53.649800+00:00,0.19635036534057287
2025-03-23 09:50:29.202293+00:00,0.19635034790081504
2025-03-23 09:51:06.950291+00:00,0.19635033046105876
2025-03-23 09:51:27.013509+00:00,0.196350313021304
2025-03-23 09:51:50.590201+00:00,0.19635029558155082
2025-03-23 09:52:33.357284+00:00,0.19635027814179917
2025-03-23 09:53:11.495889+00:00,0.19635026070204908
2025-03-23 09:53:16.436002+00:00,0.19635024326230055
2025-03-23 09:53:25.825157+00:00,0.19635022582255354
2025-03-23 09:53:40.152054+00:00,0.1963502083828081
2025-03-23 09:53:49.937758+00:00,0.1963501909430642
2025-03-23 09:55:34.850962+00:00,0.19635017350332185
2025-03-23 09:56:28.903843+00:00,0.19635015606358105
2025-03-23 09:56:33.576666+00:00,0.19635013862384182
2025-03-23 09:56:47.906127+00:00,0.1963501211841041
2025-03-23 09:56:52.906836+00:00,0.19635010374436795
2025-03-23 09:57:07.442056+00:00,0.19635008630463335
2025-03-23 09:57:31.548644+00:00,0.1963500688649003
2025-03-23 09:57:46.484625+00:00,0.19635005142516881
2025-03-23 09:49:29.443044+00:00,0.19635003398543885
2025-03-23 09:49:48.721561+00:00,0.19635001654571044
2025-03-23 09:50:23.818226+00:00,0.19634999910598358
2025-03-23 09:50:39.207991+00:00,0.19634998166625828
2025-03-23 09:50:52.094077+00:00,0.19634996422653453
2025-03-23 09:51:17.205139+00:00,0.1963499467868123
2025-03-23 09:51:45.891875+00:00,0.19634992934709164
2025-03-23 09:52:18.648335+00:00,0.19634991190737253
2025-03-23 09:53:01.691535+00:00,0.19634989446765497
2025-03-23 09:53:06.544896+00:00,0.19634987702793896
2025-03-23 09:53:59.402418+00:00,0.19634985958822448
2025-03-23 09:54:08.970539+00:00,0.19634984214851156
2025-03-23 09:54:13.545550+00:00,0.1963498247088002
2025-03-23 09:54:56.946432+00:00,0.19634980726909038
2025-03-23 09:55:01.847183+00:00,0.19634978982938212
2025-03-23 09:55:16.020518+00:00,0.19634977238967538
2025-03-23 09:55:20.902285+00:00,0.1963497549499702
2025-03-23 09:55:25.656104+00:00,0.19634973751026658
2025-03-23 09:55:30.105650+00:00,0.1963497200705645
2025-03-23 09:55:49.593112+00:00,0.196349702630864
2025-03-23 09:55:55.274473+00:00,0.19634968519116502
2025-03-23 09:56:38.327806+00:00,0.1963496677514676
2025-03-23 09:56:43.240467+00:00,0.1963496503117717
2025-03-23 09:57:22.437487+00:00,0.19634963287207738
2025-03-23 09:57:36.857131+00:00,0.1963496154323846
2025-03-23 09:57:55.944374+00:00,0.1963495979926934
2025-03-23 09:58:00.644210+00:00,0.1963495805530037
2025-03-23 09:58:15.626004+00:00,0.19634956311331556
2025-03-23 09:58:20.281894+00:00,0.19634954567362897
2025-03-23 09:49:34.433095+00:00,0.19634952823394394
2025-03-23 09:49:58.334877+00:00,0.19634951079426047
2025-03-23 09:50:13.123770+00:00,0.19634949335457852
2025-03-23 09:50:45.185166+00:00,0.19634947591489813
2025-03-23 09:51:11.848492+00:00,0.19634945847521929
2025-03-23 09:51:36.654280+00:00,0.196349441035542
2025-03-23 09:51:59.925903+00:00,0.19634942359586627
2025-03-23 09:52:08.985168+00:00,0.19634940615619206
2025-03-23 09:52:28.252979+00:00,0.1963493887165194
2025-03-23 09:52:38.057526+00:00,0.19634937127684832
2025-03-23 09:52:42.616437+00:00,0.19634935383717877
2025-03-23 09:53:21.092377+00:00,0.1963493363975108
2025-03-23 09:53:30.528663+00:00,0.19634931895784435
2025-03-23 09:53:35.258852+00:00,0.19634930151817945
2025-03-23 09:54:18.252773+00:00,0.1963492840785161
2025-03-23 09:54:47.518251+00:00,0.1963492666388543
2025-03-23 09:54:52.258357+00:00,0.19634924919919405
2025-03-23 09:55:39.751323+00:00,0.19634923175953536
2025-03-23 09:55:44.447106+00:00,0.1963492143198782
2025-03-23 09:56:00.015396+00:00,0.1963491968802226
2025-03-23 09:56:04.933242+00:00,0.19634917944056854
2025-03-23 09:56:09.636977+00:00,0.19634916200091604
2025-03-23 09:57:12.153485+00:00,0.1963491445612651
2025-03-23 09:57:51.393464+00:00,0.19634912712161567
2025-03-23 09:58:05.790581+00:00,0.1963491096819678
2025-03-23 09:58:10.903708+00:00,0.1963490922423215
2025-03-23 09:58:24.840292+00:00,0.19634907480267674
2025-03-23 09:58:29.535971+00:00,0.19634905736303354
2025-03-23 09:49:20.302131+00:00,0.19634903992339187
2025-03-23 09:49:43.995061+00:00,0.19634902248375175
2025-03-23 09:50:08.068846+00:00,0.19634900504411318
2025-03-23 09:50:34.001218+00:00,0.19634898760447617
2025-03-23 09:50:57.445502+00:00,0.1963489701648407
2025-03-23 09:51:22.312915+00:00,0.19634895272520678
2025-03-23 09:51:41.324628+00:00,0.1963489352855744
2025-03-23 09:52:13.708915+00:00,0.19634891784594358
2025-03-23 09:52:47.523240+00:00,0.1963489004063143
2025-03-23 09:54:04.595850+00:00,0.1963488829666866
2025-03-23 09:54:27.512868+00:00,0.19634886552706043
2025-03-23 09:54:32.812905+00:00,0.1963488480874358
2025-03-23 09:56:14.383903+00:00,0.19634883064781272
2025-03-23 09:56:19.475785+00:00,0.1963488132081912
2025-03-23 09:57:27.127700+00:00,0.19634879576857123
2025-03-23 09:50:03.064745+00:00,0.1963487783289528
2025-03-23 09:50:18.432756+00:00,0.19634876088933592
2025-03-23 09:51:02.251448+00:00,0.1963487434497206
2025-03-23 09:51:31.938773+00:00,0.1963487260101068
2025-03-23 09:51:55.286664+00:00,0.19634870857049458
2025-03-23 09:52:04.456811+00:00,0.1963486911308839
2025-03-23 09:52:23.582074+00:00,0.19634867369127476
2025-03-23 09:52:52.327404+00:00,0.19634865625166717
2025-03-23 09:52:56.917321+00:00,0.19634863881206113
2025-03-23 09:53:45.055101+00:00,0.19634862137245665
2025-03-23 09:53:54.716475+00:00,0.19634860393285372
2025-03-23 09:54:22.916316+00:00,0.19634858649325232
2025-03-23 09:54:37.688484+00:00,0.19634856905365247
2025-03-23 09:54:42.966969+00:00,0.19634855161405418
2025-03-23 09:55:06.598192+00:00,0.19634853417445744
2025-03-23 09:55:11.235212+00:00,0.19634851673486226
2025-03-23 09:56:24.153570+00:00,0.1963484992952686
2025-03-23 09:56:57.724847+00:00,0.1963484818556765
2025-03-23 09:57:02.681101+00:00,0.19634846441608594
2025-03-23 09:57:17.015081+00:00,0.19634844697649695
2025-03-23 09:57:41.601796+00:00,0.1963484295369095
